product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency
Prod134,Cus024,Mark011,2018-06-29,1,194,"INR"
Prod134,Cus018,Mark011,2018-06-29,1,361,"INR"
Prod134,Cus005,Mark004,2018-07-02,12,3870,"INR"
Prod134,Cus006,Mark004,2018-07-02,30,21000,"INR"
Prod134,Cus019,Mark011,2018-07-02,1,120,"INR"
Prod134,Cus024,Mark011,2018-07-02,4,1412,"INR"
Prod134,Cus018,Mark011,2018-07-02,1,148,"INR"
Prod134,Cus005,Mark004,2018-07-03,1,130,"INR"
Prod134,Cus019,Mark011,2018-07-03,1,60,"INR"
Prod134,Cus018,Mark011,2018-07-03,3,972,"INR"
Prod134,Cus005,Mark004,2018-07-04,1,65,"INR"
Prod134,Cus020,Mark004,2018-07-04,6,3806,"INR"
Prod134,Cus019,Mark011,2018-07-04,1,361,"INR"
Prod134,Cus018,Mark011,2018-07-04,1,148,"INR"
Prod134,Cus005,Mark004,2018-07-05,1,130,"INR"
Prod134,Cus019,Mark011,2018-07-05,1,120,"INR"
Prod134,Cus018,Mark011,2018-07-05,1,148,"INR"
Prod134,Cus017,Mark011,2018-07-06,3,1361,"INR"
Prod134,Cus019,Mark011,2018-07-06,1,181,"INR"
Prod134,Cus018,Mark011,2018-07-06,1,144,"INR"
Prod134,Cus024,Mark011,2018-07-08,1,65,"INR"
Prod134,Cus005,Mark004,2018-07-09,1,259,"INR"
Prod134,Cus007,Mark004,2018-07-09,1,389,"INR"
Prod134,Cus017,Mark011,2018-07-09,3,1329,"INR"
Prod134,Cus023,Mark011,2018-07-09,1,426,"INR"
Prod134,Cus024,Mark011,2018-07-09,1,194,"INR"
Prod134,Cus005,Mark004,2018-07-10,1,130,"INR"
Prod134,Cus018,Mark011,2018-07-10,1,144,"INR"
Prod134,Cus017,Mark011,2018-07-11,2,1056,"INR"
Prod134,Cus019,Mark011,2018-07-11,1,60,"INR"
Prod134,Cus005,Mark004,2018-07-12,1,194,"INR"
Prod134,Cus019,Mark011,2018-07-12,3,843,"INR"
Prod134,Cus005,Mark004,2018-07-13,1,65,"INR"
Prod134,Cus007,Mark004,2018-07-13,1,130,"INR"
Prod134,Cus017,Mark011,2018-07-13,10,5282,"INR"
Prod134,Cus019,Mark011,2018-07-13,3,903,"INR"
Prod134,Cus018,Mark011,2018-07-13,1,292,"INR"
Prod134,Cus019,Mark011,2018-07-16,3,968,"INR"
Prod134,Cus017,Mark011,2018-07-17,4,2111,"INR"
Prod134,Cus019,Mark011,2018-07-17,8,3171,"INR"
Prod134,Cus024,Mark011,2018-07-17,1,130,"INR"
Prod134,Cus018,Mark011,2018-07-17,1,144,"INR"
Prod134,Cus022,Mark011,2018-07-17,1,208,"INR"
Prod134,Cus019,Mark011,2018-07-18,1,449,"INR"
Prod134,Cus024,Mark011,2018-07-18,8,2824,"INR"
Prod134,Cus018,Mark011,2018-07-18,2,722,"INR"
Prod134,Cus024,Mark011,2018-07-19,1,130,"INR"
Prod134,Cus018,Mark011,2018-07-19,4,1370,"INR"
Prod134,Cus005,Mark004,2018-07-20,1,194,"INR"
Prod134,Cus017,Mark011,2018-07-20,2,1000,"INR"
Prod134,Cus019,Mark011,2018-07-20,1,306,"INR"
Prod134,Cus024,Mark011,2018-07-20,1,194,"INR"
Prod134,Cus018,Mark011,2018-07-20,1,218,"INR"
Prod134,Cus020,Mark011,2018-07-20,5,1713,"INR"
Prod134,Cus021,Mark011,2018-07-20,4,1343,"INR"
Prod134,Cus005,Mark004,2018-07-23,6,1935,"INR"
Prod134,Cus017,Mark011,2018-07-23,2,1056,"INR"
Prod134,Cus005,Mark004,2018-07-24,1,130,"INR"
Prod134,Cus017,Mark011,2018-07-24,4,2111,"INR"
Prod134,Cus019,Mark011,2018-07-25,1,60,"INR"
Prod134,Cus024,Mark011,2018-07-25,1,324,"INR"
Prod134,Cus018,Mark011,2018-07-25,1,435,"INR"
Prod134,Cus021,Mark011,2018-07-25,4,1343,"INR"
Prod134,Cus017,Mark011,2018-07-26,4,2222,"INR"
Prod134,Cus019,Mark011,2018-07-26,1,181,"INR"
Prod134,Cus024,Mark011,2018-07-26,1,130,"INR"
Prod134,Cus018,Mark011,2018-07-26,1,431,"INR"
Prod134,Cus005,Mark004,2018-07-27,6,2000,"INR"
Prod134,Cus007,Mark004,2018-07-27,1,259,"INR"
Prod134,Cus017,Mark011,2018-07-27,4,1574,"INR"
Prod134,Cus019,Mark011,2018-07-27,1,241,"INR"
Prod134,Cus024,Mark011,2018-07-27,1,130,"INR"
Prod134,Cus018,Mark011,2018-07-27,1,144,"INR"
Prod134,Cus006,Mark004,2018-07-30,1,407,"INR"
Prod134,Cus018,Mark011,2018-07-30,1,74,"INR"
Prod134,Cus021,Mark011,2018-07-30,2,875,"INR"
Prod134,Cus005,Mark004,2018-07-31,12,3870,"INR"
Prod134,Cus024,Mark011,2018-07-31,14,4088,"INR"
Prod134,Cus005,Mark004,2018-08-01,1,65,"INR"
Prod134,Cus027,Mark012,2018-08-01,4,1005,"INR"
Prod134,Cus017,Mark011,2018-08-01,2,1111,"INR"
Prod134,Cus024,Mark011,2018-08-01,1,194,"INR"
Prod134,Cus018,Mark011,2018-08-01,1,88,"INR"
Prod134,Cus002,Mark005,2018-08-02,4,2194,"INR"
Prod134,Cus019,Mark011,2018-08-02,1,426,"INR"
Prod134,Cus029,Mark011,2018-08-02,1,74,"INR"
Prod134,Cus007,Mark004,2018-08-03,1,384,"INR"
Prod134,Cus017,Mark011,2018-08-03,1,199,"INR"
Prod134,Cus019,Mark011,2018-08-03,1,181,"INR"
Prod134,Cus018,Mark011,2018-08-03,1,361,"INR"
Prod134,Cus029,Mark011,2018-08-03,2,815,"INR"
Prod134,Cus007,Mark004,2018-08-04,1,130,"INR"
Prod134,Cus019,Mark011,2018-08-04,3,847,"INR"
Prod134,Cus017,Mark011,2018-08-06,7,3468,"INR"
Prod134,Cus019,Mark011,2018-08-06,1,120,"INR"
Prod134,Cus024,Mark011,2018-08-06,1,130,"INR"
Prod134,Cus025,Mark011,2018-08-06,5,1718,"INR"
Prod134,Cus022,Mark011,2018-08-06,6,1750,"INR"
Prod134,Cus017,Mark011,2018-08-07,4,2222,"INR"
Prod134,Cus019,Mark011,2018-08-07,2,444,"INR"
Prod134,Cus023,Mark011,2018-08-07,6,2213,"INR"
Prod134,Cus024,Mark011,2018-08-07,1,130,"INR"
Prod134,Cus018,Mark011,2018-08-07,2,792,"INR"
Prod134,Cus005,Mark004,2018-08-08,1,65,"INR"
Prod134,Cus019,Mark011,2018-08-08,2,523,"INR"
Prod134,Cus024,Mark011,2018-08-08,4,1412,"INR"
Prod134,Cus005,Mark004,2018-08-09,18,5935,"INR"
Prod134,Cus024,Mark011,2018-08-09,2,583,"INR"
Prod134,Cus022,Mark011,2018-08-09,3,1032,"INR"
Prod134,Cus007,Mark004,2018-08-10,1,134,"INR"
Prod134,Cus019,Mark011,2018-08-10,1,65,"INR"
Prod134,Cus024,Mark011,2018-08-10,4,1542,"INR"
Prod134,Cus018,Mark011,2018-08-10,1,144,"INR"
Prod134,Cus005,Mark004,2018-08-13,1,65,"INR"
Prod134,Cus019,Mark011,2018-08-13,1,65,"INR"
Prod134,Cus024,Mark011,2018-08-13,1,130,"INR"
Prod134,Cus005,Mark004,2018-08-14,1,65,"INR"
Prod134,Cus019,Mark011,2018-08-14,1,264,"INR"
Prod134,Cus005,Mark004,2018-08-15,1,65,"INR"
Prod134,Cus024,Mark011,2018-08-16,1,130,"INR"
Prod134,Cus005,Mark004,2018-08-17,1,130,"INR"
Prod134,Cus007,Mark004,2018-08-20,1,398,"INR"
Prod134,Cus019,Mark011,2018-08-20,1,389,"INR"
Prod134,Cus018,Mark011,2018-08-20,1,509,"INR"
Prod134,Cus005,Mark004,2018-08-22,1,65,"INR"
Prod134,Cus007,Mark004,2018-08-23,10,3139,"INR"
Prod134,Cus020,Mark011,2018-08-23,4,1255,"INR"
Prod134,Cus021,Mark011,2018-08-23,6,1954,"INR"
Prod134,Cus005,Mark004,2018-08-24,1,130,"INR"
Prod134,Cus007,Mark004,2018-08-24,1,134,"INR"
Prod134,Cus017,Mark011,2018-08-24,2,1111,"INR"
Prod134,Cus019,Mark011,2018-08-24,1,329,"INR"
Prod134,Cus018,Mark011,2018-08-24,1,505,"INR"
Prod134,Cus018,Mark011,2018-08-27,1,74,"INR"
Prod134,Cus020,Mark011,2018-08-27,2,769,"INR"
Prod134,Cus005,Mark004,2018-08-28,1,65,"INR"
Prod134,Cus017,Mark011,2018-08-28,9,5111,"INR"
Prod134,Cus019,Mark011,2018-08-28,1,65,"INR"
Prod134,Cus018,Mark011,2018-08-28,1,287,"INR"
Prod134,Cus021,Mark011,2018-08-28,4,1630,"INR"
Prod134,Cus006,Mark004,2018-08-29,1,134,"INR"
Prod134,Cus017,Mark011,2018-08-29,1,394,"INR"
Prod134,Cus019,Mark011,2018-08-29,1,194,"INR"
Prod134,Cus023,Mark011,2018-08-29,4,1708,"INR"
Prod134,Cus018,Mark011,2018-08-29,1,292,"INR"
Prod134,Cus005,Mark004,2018-08-30,1,65,"INR"
Prod134,Cus019,Mark011,2018-08-30,1,130,"INR"
Prod134,Cus024,Mark011,2018-08-30,1,324,"INR"
Prod134,Cus018,Mark011,2018-08-30,1,144,"INR"
Prod134,Cus022,Mark006,2018-08-31,1,0,"INR"
Prod134,Cus019,Mark011,2018-08-31,1,394,"INR"
Prod134,Cus024,Mark011,2018-08-31,8,3046,"INR"
Prod134,Cus018,Mark011,2018-08-31,1,431,"INR"
Prod134,Cus005,Mark004,2018-09-03,1,65,"INR"
Prod134,Cus027,Mark012,2018-09-03,5,1259,"INR"
Prod134,Cus024,Mark011,2018-09-03,1,69,"INR"
Prod134,Cus018,Mark011,2018-09-03,1,74,"INR"
Prod134,Cus005,Mark004,2018-09-04,24,7870,"INR"
Prod134,Cus019,Mark011,2018-09-04,6,2231,"INR"
Prod134,Cus024,Mark011,2018-09-04,1,69,"INR"
Prod134,Cus005,Mark004,2018-09-05,1,194,"INR"
Prod134,Cus017,Mark011,2018-09-05,2,713,"INR"
Prod134,Cus019,Mark011,2018-09-05,1,329,"INR"
Prod134,Cus018,Mark011,2018-09-05,2,648,"INR"
Prod134,Cus002,Mark005,2018-09-06,4,2194,"INR"
Prod134,Cus005,Mark004,2018-09-06,1,65,"INR"
Prod134,Cus017,Mark011,2018-09-06,2,1222,"INR"
Prod134,Cus019,Mark011,2018-09-06,1,130,"INR"
Prod134,Cus018,Mark011,2018-09-06,1,505,"INR"
Prod134,Cus007,Mark004,2018-09-07,1,134,"INR"
Prod134,Cus017,Mark011,2018-09-07,8,3023,"INR"
Prod134,Cus019,Mark011,2018-09-07,1,130,"INR"
Prod134,Cus024,Mark011,2018-09-07,1,208,"INR"
Prod134,Cus018,Mark011,2018-09-07,1,435,"INR"
Prod134,Cus021,Mark011,2018-09-07,2,889,"INR"
Prod134,Cus017,Mark011,2018-09-10,1,250,"INR"
Prod134,Cus019,Mark011,2018-09-10,1,324,"INR"
Prod134,Cus005,Mark004,2018-09-11,1,65,"INR"
Prod134,Cus024,Mark011,2018-09-11,1,139,"INR"
Prod134,Cus020,Mark011,2018-09-11,4,1319,"INR"
Prod134,Cus017,Mark011,2018-09-12,15,6111,"INR"
Prod134,Cus019,Mark011,2018-09-12,1,130,"INR"
Prod134,Cus029,Mark011,2018-09-12,1,74,"INR"
Prod134,Cus019,Mark011,2018-09-13,2,593,"INR"
Prod134,Cus024,Mark011,2018-09-13,1,282,"INR"
Prod134,Cus018,Mark011,2018-09-13,1,287,"INR"
Prod134,Cus007,Mark004,2018-09-14,1,403,"INR"
Prod134,Cus019,Mark011,2018-09-14,3,1042,"INR"
Prod134,Cus024,Mark011,2018-09-14,1,139,"INR"
Prod134,Cus018,Mark011,2018-09-14,1,361,"INR"
Prod134,Cus018,Mark011,2018-09-17,2,579,"INR"
Prod134,Cus005,Mark004,2018-09-18,7,2130,"INR"
Prod134,Cus019,Mark011,2018-09-18,1,194,"INR"
Prod134,Cus018,Mark011,2018-09-18,4,1310,"INR"
Prod134,Cus005,Mark004,2018-09-19,1,65,"INR"
Prod134,Cus007,Mark004,2018-09-19,1,88,"INR"
Prod134,Cus019,Mark011,2018-09-19,1,130,"INR"
Prod134,Cus024,Mark011,2018-09-19,1,139,"INR"
Prod134,Cus018,Mark011,2018-09-19,1,287,"INR"
Prod134,Cus019,Mark011,2018-09-20,1,329,"INR"
Prod134,Cus018,Mark011,2018-09-20,1,74,"INR"
Prod134,Cus005,Mark004,2018-09-21,1,130,"INR"
Prod134,Cus007,Mark004,2018-09-21,1,403,"INR"
Prod134,Cus019,Mark011,2018-09-21,1,130,"INR"
Prod134,Cus024,Mark011,2018-09-21,1,69,"INR"
Prod134,Cus018,Mark011,2018-09-21,2,699,"INR"
Prod134,Cus017,Mark011,2018-09-24,1,83,"INR"
Prod134,Cus019,Mark011,2018-09-24,1,130,"INR"
Prod134,Cus005,Mark004,2018-09-25,6,1935,"INR"
Prod134,Cus027,Mark012,2018-09-25,3,704,"INR"
Prod134,Cus019,Mark011,2018-09-25,1,130,"INR"
Prod134,Cus024,Mark011,2018-09-25,1,139,"INR"
Prod134,Cus021,Mark011,2018-09-25,8,3264,"INR"
Prod134,Cus023,Mark011,2018-09-26,6,2514,"INR"
Prod134,Cus018,Mark011,2018-09-26,1,361,"INR"
Prod134,Cus029,Mark011,2018-09-26,1,148,"INR"
Prod134,Cus005,Mark004,2018-09-27,1,65,"INR"
Prod134,Cus006,Mark004,2018-09-27,2,546,"INR"
Prod134,Cus017,Mark011,2018-09-27,6,3199,"INR"
Prod134,Cus019,Mark011,2018-09-27,1,65,"INR"
Prod134,Cus024,Mark011,2018-09-27,16,5792,"INR"
Prod134,Cus018,Mark011,2018-09-27,1,144,"INR"
Prod134,Cus020,Mark011,2018-09-27,2,926,"INR"
Prod134,Cus007,Mark004,2018-09-28,1,662,"INR"
Prod134,Cus017,Mark011,2018-09-28,2,1000,"INR"
Prod134,Cus024,Mark011,2018-09-28,1,69,"INR"
Prod134,Cus018,Mark011,2018-09-28,1,144,"INR"
Prod134,Cus005,Mark004,2018-10-01,1,65,"INR"
Prod134,Cus017,Mark011,2018-10-01,4,1801,"INR"
Prod134,Cus024,Mark011,2018-10-01,1,366,"INR"
Prod134,Cus021,Mark011,2018-10-01,4,1319,"INR"
Prod134,Cus020,Mark004,2018-10-02,3,2028,"INR"
Prod134,Cus019,Mark011,2018-10-02,1,255,"INR"
Prod134,Cus018,Mark011,2018-10-02,1,190,"INR"
Prod134,Cus017,Mark011,2018-10-03,6,2833,"INR"
Prod134,Cus019,Mark011,2018-10-03,1,199,"INR"
Prod134,Cus018,Mark011,2018-10-03,1,361,"INR"
Prod134,Cus002,Mark005,2018-10-04,2,1097,"INR"
Prod134,Cus005,Mark004,2018-10-04,6,2000,"INR"
Prod134,Cus019,Mark011,2018-10-04,1,241,"INR"
Prod134,Cus024,Mark011,2018-10-04,6,2060,"INR"
Prod134,Cus018,Mark011,2018-10-04,8,3208,"INR"
Prod134,Cus021,Mark011,2018-10-04,20,7847,"INR"
Prod134,Cus005,Mark004,2018-10-05,1,65,"INR"
Prod134,Cus019,Mark011,2018-10-05,1,120,"INR"
Prod134,Cus018,Mark011,2018-10-05,1,218,"INR"
Prod134,Cus021,Mark011,2018-10-05,2,889,"INR"
Prod134,Cus022,Mark011,2018-10-05,4,1486,"INR"
Prod134,Cus007,Mark004,2018-10-06,1,264,"INR"
Prod134,Cus006,Mark004,2018-10-08,1,69,"INR"
Prod134,Cus007,Mark004,2018-10-08,1,269,"INR"
Prod134,Cus019,Mark011,2018-10-08,4,1829,"INR"
Prod134,Cus018,Mark011,2018-10-08,1,361,"INR"
Prod134,Cus005,Mark004,2018-10-09,1,130,"INR"
Prod134,Cus017,Mark011,2018-10-09,2,1000,"INR"
Prod134,Cus020,Mark004,2018-10-10,3,2028,"INR"
Prod134,Cus019,Mark011,2018-10-10,1,60,"INR"
Prod134,Cus018,Mark011,2018-10-10,1,144,"INR"
Prod134,Cus005,Mark004,2018-10-11,6,2065,"INR"
Prod134,Cus007,Mark004,2018-10-12,1,532,"INR"
Prod134,Cus019,Mark011,2018-10-12,1,181,"INR"
Prod134,Cus020,Mark004,2018-10-15,1,125,"INR"
Prod134,Cus027,Mark012,2018-10-15,2,505,"INR"
Prod134,Cus019,Mark011,2018-10-15,4,1458,"INR"
Prod134,Cus005,Mark004,2018-10-16,1,65,"INR"
Prod134,Cus017,Mark011,2018-10-16,6,3333,"INR"
Prod134,Cus019,Mark011,2018-10-16,1,60,"INR"
Prod134,Cus005,Mark004,2018-10-17,1,65,"INR"
Prod134,Cus019,Mark011,2018-10-17,1,120,"INR"
Prod134,Cus018,Mark011,2018-10-17,2,579,"INR"
Prod134,Cus005,Mark004,2018-10-18,1,130,"INR"
Prod134,Cus006,Mark004,2018-10-18,1,273,"INR"
Prod134,Cus017,Mark011,2018-10-18,4,1662,"INR"
Prod134,Cus019,Mark011,2018-10-18,1,361,"INR"
Prod134,Cus024,Mark011,2018-10-18,6,2056,"INR"
Prod134,Cus018,Mark011,2018-10-18,1,296,"INR"
Prod134,Cus005,Mark004,2018-10-19,1,130,"INR"
Prod134,Cus019,Mark011,2018-10-19,1,60,"INR"
Prod134,Cus023,Mark011,2018-10-19,1,171,"INR"
Prod134,Cus024,Mark011,2018-10-19,1,282,"INR"
Prod134,Cus018,Mark011,2018-10-19,1,144,"INR"
Prod134,Cus005,Mark004,2018-10-22,6,2065,"INR"
Prod134,Cus007,Mark004,2018-10-22,1,269,"INR"
Prod134,Cus017,Mark011,2018-10-22,4,2222,"INR"
Prod134,Cus019,Mark011,2018-10-22,1,60,"INR"
Prod134,Cus018,Mark011,2018-10-22,1,287,"INR"
Prod134,Cus005,Mark004,2018-10-23,12,3935,"INR"
Prod134,Cus019,Mark011,2018-10-23,1,60,"INR"
Prod134,Cus024,Mark011,2018-10-23,1,139,"INR"
Prod134,Cus018,Mark011,2018-10-23,1,361,"INR"
Prod134,Cus005,Mark004,2018-10-24,1,130,"INR"
Prod134,Cus017,Mark011,2018-10-24,4,2222,"INR"
Prod134,Cus019,Mark011,2018-10-24,1,60,"INR"
Prod134,Cus022,Mark011,2018-10-24,1,181,"INR"
Prod134,Cus002,Mark005,2018-10-25,4,2194,"INR"
Prod134,Cus027,Mark012,2018-10-25,1,199,"INR"
Prod134,Cus019,Mark011,2018-10-25,1,181,"INR"
Prod134,Cus005,Mark004,2018-10-26,1,194,"INR"
Prod134,Cus007,Mark004,2018-10-26,1,796,"INR"
Prod134,Cus024,Mark011,2018-10-26,1,139,"INR"
Prod134,Cus019,Mark011,2018-10-29,1,241,"INR"
Prod134,Cus025,Mark011,2018-10-29,4,1324,"INR"
Prod134,Cus027,Mark012,2018-10-30,1,352,"INR"
Prod134,Cus019,Mark011,2018-10-30,1,181,"INR"
Prod134,Cus018,Mark011,2018-10-30,1,144,"INR"
Prod134,Cus020,Mark011,2018-10-30,4,1319,"INR"
Prod134,Cus005,Mark004,2018-10-31,1,130,"INR"
Prod134,Cus019,Mark011,2018-10-31,1,120,"INR"
Prod134,Cus023,Mark011,2018-10-31,1,310,"INR"
Prod134,Cus005,Mark004,2018-11-02,7,2130,"INR"
Prod134,Cus017,Mark011,2018-11-02,1,222,"INR"
Prod134,Cus019,Mark011,2018-11-02,2,426,"INR"
Prod134,Cus024,Mark011,2018-11-02,2,546,"INR"
Prod134,Cus018,Mark011,2018-11-02,1,287,"INR"
Prod134,Cus005,Mark004,2018-11-05,1,65,"INR"
Prod134,Cus007,Mark004,2018-11-05,1,532,"INR"
Prod134,Cus017,Mark011,2018-11-05,2,1199,"INR"
Prod134,Cus019,Mark011,2018-11-05,1,241,"INR"
Prod134,Cus018,Mark011,2018-11-05,1,435,"INR"
Prod134,Cus027,Mark012,2018-11-06,1,301,"INR"
Prod134,Cus005,Mark004,2018-11-07,1,130,"INR"
Prod134,Cus017,Mark011,2018-11-07,1,139,"INR"
Prod134,Cus019,Mark011,2018-11-07,4,1088,"INR"
Prod134,Cus024,Mark011,2018-11-07,1,69,"INR"
Prod134,Cus018,Mark011,2018-11-07,2,579,"INR"
Prod134,Cus021,Mark011,2018-11-07,4,1319,"INR"
Prod134,Cus019,Mark011,2018-11-08,1,60,"INR"
Prod134,Cus024,Mark011,2018-11-08,12,3852,"INR"
Prod134,Cus022,Mark011,2018-11-08,1,0,"INR"
Prod134,Cus007,Mark004,2018-11-09,1,134,"INR"
Prod134,Cus017,Mark011,2018-11-09,1,213,"INR"
Prod134,Cus019,Mark011,2018-11-09,1,120,"INR"
Prod134,Cus018,Mark011,2018-11-09,1,74,"INR"
Prod134,Cus021,Mark011,2018-11-09,6,2208,"INR"
Prod134,Cus022,Mark011,2018-11-09,6,1606,"INR"
Prod134,Cus017,Mark011,2018-11-12,1,139,"INR"
Prod134,Cus018,Mark011,2018-11-12,1,287,"INR"
Prod134,Cus022,Mark011,2018-11-12,1,79,"INR"
Prod134,Cus005,Mark004,2018-11-13,6,2065,"INR"
Prod134,Cus027,Mark012,2018-11-13,2,403,"INR"
Prod134,Cus019,Mark011,2018-11-13,2,662,"INR"
Prod134,Cus024,Mark011,2018-11-13,1,139,"INR"
Prod134,Cus006,Mark004,2018-11-14,2,1398,"INR"
Prod134,Cus017,Mark011,2018-11-14,4,2403,"INR"
Prod134,Cus019,Mark011,2018-11-14,3,1032,"INR"
Prod134,Cus018,Mark011,2018-11-14,1,153,"INR"
Prod134,Cus002,Mark005,2018-11-15,10,5486,"INR"
Prod134,Cus005,Mark004,2018-11-15,1,259,"INR"
Prod134,Cus019,Mark011,2018-11-15,2,542,"INR"
Prod134,Cus024,Mark011,2018-11-15,1,69,"INR"
Prod134,Cus005,Mark004,2018-11-16,1,65,"INR"
Prod134,Cus007,Mark004,2018-11-16,1,134,"INR"
Prod134,Cus017,Mark011,2018-11-16,5,1819,"INR"
Prod134,Cus019,Mark011,2018-11-16,8,3481,"INR"
Prod134,Cus018,Mark011,2018-11-16,1,231,"INR"
Prod134,Cus005,Mark004,2018-11-19,1,65,"INR"
Prod134,Cus017,Mark011,2018-11-19,1,74,"INR"
Prod134,Cus019,Mark011,2018-11-19,1,120,"INR"
Prod134,Cus024,Mark011,2018-11-19,66,20815,"INR"
Prod134,Cus018,Mark011,2018-11-19,1,292,"INR"
Prod134,Cus005,Mark004,2018-11-20,24,7741,"INR"
Prod134,Cus018,Mark011,2018-11-20,1,153,"INR"
Prod134,Cus005,Mark004,2018-11-21,1,65,"INR"
Prod134,Cus017,Mark011,2018-11-21,4,2403,"INR"
Prod134,Cus019,Mark011,2018-11-21,1,120,"INR"
